Device Type,Brand Name,Marketing Name,OS,OS Version,Device Model,User Given Name,Device Last Location,Gaia ID
PC,,,Windows,10.0,,,"Country ISO: IN
Last Activity Time: 2022-07-22 20:21:16 UTC",118465360244
